Id,SalePrice
1461,108311.89616154709
1462,157067.83104000177
1463,179377.17759024847
1464,198404.18551117627
1465,199565.456273137
1466,185141.2576128387
1467,187234.14037126445
1468,175319.1355185751
1469,208987.60253034878
1470,112589.31207116561
1471,217821.744448223
1472,133284.50849768933
1473,115578.18560424587
1474,163973.57056491575
1475,127833.55884237819
1476,318662.33205105487
1477,250120.98385147052
1478,297141.4853215662
1479,275824.2395048161
1480,409607.19647818187
1481,300353.19906381506
1482,231435.80669458216
1483,179978.83725499045
1484,183342.26469495075
1485,205717.27831348055
1486,211803.08716987743
1487,282972.23903100623
1488,260018.61656812282
1489,183825.0699083536
1490,217703.61156420273
1491,210720.35097890373
1492,93474.6539554012
1493,222677.8643821707
1494,301503.0324016211
1495,286890.4330018042
1496,234064.9918828798
1497,184524.10923229242
1498,170552.3432294362
1499,174955.0117537617
1500,165921.195681991
1501,214286.76458560195
1502,159827.13780536948
1503,271257.11265740986
1504,247442.97291692594
1505,225552.4780363487
1506,199591.6072323182
1507,252199.6347087664
1508,207958.45355408697
1509,156435.2756117255
1510,145233.36838269787
1511,147841.24428652102
1512,171945.86999701918
1513,170550.31440179487
1514,179069.3627942141
1515,230958.19775332604
1516,176234.68132937816
1517,183420.76402295794
1518,147125.70143892593
1519,243690.2145252018
1520,129903.87105905134
1521,126357.45459060793
1522,202739.71029712382
1523,89263.88087488567
1524,101973.30522015136
1525,101237.36793861628
1526,118186.33474608511
1527,93454.42257844961
1528,154076.92335952312
1529,126132.5810015808
1530,215707.58231904352
1531,163302.57226793148
1532,96714.15344751858
1533,143408.00848188193
1534,134265.94764699595
1535,164608.18127852096
1536,107094.69651799355
1537,55848.53215040534
1538,183581.90646936314
1539,221340.28366365642
1540,148237.71036338576
1541,160739.18322406305
1542,144176.1315067008
1543,208688.88783050553
1544,66198.173267631
1545,124312.88135271551
1546,142318.54249628913
1547,141095.60134146677
1548,129842.56951938177
1549,120859.95922947554
1550,134006.3593793901
1551,138074.6927232177
1552,136479.8861369766
1553,146010.32701124248
1554,126388.63791683223
1555,174703.98642238948
1556,92503.25338412919
1557,117272.13307964135
1558,100428.92633938947
1559,87982.62552375594
1560,158443.3803343796
1561,148075.32256614201
1562,119818.44363086502
1563,114630.71211266817
1564,176187.64048564096
1565,153528.22678777645
1566,246497.71566121525
1567,71195.11358821139
1568,233941.99095124923
1569,119756.96740183883
1570,147058.05681535084
1571,113856.36543463862
1572,140136.42567691393
1573,260491.2559442051
1574,127324.9513637636
1575,233758.408610261
1576,241925.32157905755
1577,194136.26377370436
1578,150033.1351669935
1579,147630.862220361
1580,213045.4587146965
1581,134693.28677851133
1582,120146.21680672295
1583,308793.947675845
1584,232599.4578110861
1585,168679.4867973573
1586,53270.1562133993
1587,92773.26626460304
1588,140676.28872156912
1589,96765.97393735651
1590,146435.71709224663
1591,61950.121700486576
1592,136817.68190224547
1593,130753.11316786437
1594,131882.17829948658
1595,128042.35934660747
1596,236788.7456990856
1597,199817.43404515565
1598,210559.42189003123
1599,209868.3083250615
1600,200232.71757819183
1601,23074.789369720093
1602,122541.14526108163
1603,57971.28557363064
1604,261650.7798339146
1605,267050.98610925826
1606,177157.7550446247
1607,198357.1506906453
1608,226946.22004299995
1609,192760.82683690815
1610,152714.39770878022
1611,164153.70021255562
1612,164938.5363649881
1613,172680.66972870225
1614,130179.48629897632
1615,66348.85677695592
1616,61375.35420782077
1617,77758.0369078729
1618,109644.78426451105
1619,141569.80080339924
1620,194356.94075664994
1621,140145.07151358924
1622,131098.1655559463
1623,266324.2494579269
1624,214797.58698354565
1625,121675.69915908074
1626,200872.0768508459
1627,198572.73016948154
1628,287000.3160069928
1629,201555.67889597503
1630,331091.7753087006
1631,226786.83911483438
1632,245945.12239296
1633,193337.41801444988
1634,197018.29048080696
1635,189249.07784375528
1636,166000.92041666515
1637,185685.53648117706
1638,222672.00093171748
1639,202705.58614808822
1640,267389.1174702294
1641,208233.41457965726
1642,229761.31027338078
1643,232705.24383265577
1644,238579.14567051464
1645,203457.7642696189
1646,176385.7360803053
1647,179841.00299397355
1648,129929.91276023955
1649,124027.77630865338
1650,107652.02025666846
1651,107611.29515680761
1652,137870.46934366613
1653,134411.28901217005
1654,168531.2429087422
1655,166793.01752735706
1656,160420.70417021157
1657,169785.49414010523
1658,162600.07412412023
1659,140850.83866962115
1660,149985.60174266252
1661,389793.77974678704
1662,332721.6742502675
1663,331775.1101003202
1664,424155.435917994
1665,291798.95087620476
1666,305358.0396749944
1667,318377.1808273742
1668,310753.92404509324
1669,291175.8263079899
1670,314727.4571031619
1671,269260.3115581969
1672,388595.2414268695
1673,288219.83811685524
1674,261286.22967074811
1675,206669.84751407482
1676,208543.53482942632
1677,234358.4591973268
1678,401656.065638554
1679,329032.46646498685
1680,301728.5847301149
1681,266177.18659075984
1682,294700.3646098565
1683,210937.03009908594
1684,204035.40465448415
1685,181363.2097823055
1686,192257.49547193234
1687,188015.11265772174
1688,213430.01800904583
1689,209682.3816539568
1690,215771.9287823193
1691,203746.30175463305
1692,266324.7822209399
1693,185068.12687623838
1694,193561.6427073162
1695,188805.12899295508
1696,282190.4138170568
1697,188570.4930805627
1698,333962.4120021734
1699,317161.6614370892
1700,253166.35676446132
1701,282892.3254705671
1702,258065.3542088056
1703,261258.24309026118
1704,284951.3772894292
1705,242168.05388156313
1706,376813.82505480456
1707,196360.6243364875
1708,202357.5236983643
1709,272798.61232700804
1710,235099.34330514979
1711,271397.6462190562
1712,261969.49183720016
1713,264530.74794952315
1714,221881.15081709932
1715,204280.34147031943
1716,181569.59553418524
1717,187465.33407168818
1718,128321.77551858222
1719,212514.06713861736
1720,251898.88995241828
1721,182239.14921023746
1722,116554.2984097526
1723,160640.09399385614
1724,220006.1081982355
1725,241986.88414735644
1726,173575.28601681153
1727,165198.66180466837
1728,195415.66391071922
1729,162596.237069017
1730,188525.8795195924
1731,121399.11302694815
1732,114929.12770150855
1733,108396.36360762327
1734,108798.89611380876
1735,121022.9725050167
1736,101301.82662740929
1737,312321.8305441924
1738,235830.89760814887
1739,287130.5457728809
1740,210109.57470662578
1741,203918.9703453342
1742,189757.31409335617
1743,196968.25340613688
1744,283012.80720737635
1745,218647.59925547274
1746,237203.7374104816
1747,232157.0157497764
1748,224618.27696370924
1749,160309.69283757167
1750,155957.02867771074
1751,253464.5818208295
1752,104711.09963646819
1753,152282.75375858048
1754,225976.00871327124
1755,190018.47832434904
1756,114810.3381467745
1757,92415.5728952526
1758,154186.4490501044
1759,177361.15696523315
1760,169965.3883129261
1761,168358.4721369039
1762,168457.25402240866
1763,186583.82407254932
1764,107810.89640046445
1765,196290.99063326672
1766,186859.65410671022
1767,230188.54988042926
1768,133552.3684520568
1769,188691.41639197452
1770,147005.0016590134
1771,115257.94980286268
1772,128459.85355587713
1773,120367.4003311063
1774,183398.2516005077
1775,133643.11457836526
1776,119320.96625709951
1777,95661.77472580649
1778,134057.8468922048
1779,113756.46558080654
1780,200198.8027203122
1781,113808.86977986517
1782,47282.904932478355
1783,136936.62800084768
1784,86873.12232317062
1785,97659.03807296095
1786,127104.53717499468
1787,170959.3686489136
1788,6870.142936973309
1789,93709.45633291625
1790,51011.608286205505
1791,232547.080442384
1792,152764.76526572404
1793,164261.13228958452
1794,164833.39801147193
1795,130793.97115071848
1796,129798.95290470724
1797,132735.33546799343
1798,100809.57592050823
1799,92443.3573885272
1800,116508.31313681272
1801,103383.78244880315
1802,150154.30286304263
1803,176963.8057976059
1804,138772.58115048875
1805,146468.12913289326
1806,137523.02966313658
1807,190799.77981005842
1808,126131.53285380511
1809,112846.3158738157
1810,137755.98301102032
1811,88418.24794679496
1812,96870.40251429623
1813,111712.17632475767
1814,76862.33236588113
1815,15601.729281396256
1816,79970.6789908116
1817,106691.35565676788
1818,152872.30382619938
1819,139662.2750449087
1820,52898.08663778289
1821,109797.7539892216
1822,170220.42035067992
1823,25770.59002849483
1824,139026.90285207346
1825,137002.8930286978
1826,105612.05388903453
1827,105427.57901314569
1828,129422.39274379626
1829,156705.03396022832
1830,159771.58543983195
1831,185593.35228359862
1832,137207.20865526324
1833,159767.40322489844
1834,137631.53326527542
1835,158416.38249694643
1836,129585.66012183801
1837,76440.1894586316
1838,138128.27791621833
1839,69783.67863433968
1840,146619.9675268454
1841,151976.94203704092
1842,93102.61296200959
1843,124749.48485912984
1844,146408.8380342054
1845,140941.38445374544
1846,160163.60335549156
1847,177616.10913018178
1848,7337.5343693864415
1849,113919.43714014607
1850,115788.19217652577
1851,146251.63872729035
1852,120740.57927172908
1853,132659.75421831312
1854,185904.29792489982
1855,175748.5137325509
1856,237974.08676324735
1857,169323.16379307077
1858,157113.41032266023
1859,138736.96812157246
1860,185721.34683099622
1861,137683.61884536035
1862,302866.1946043982
1863,299738.64760184276
1864,299768.19796933373
1865,316334.9570678783
1866,313635.68019123
1867,240554.6062095977
1868,295005.2519538342
1869,221819.32613016907
1870,244765.2551979661
1871,249086.22690164443
1872,180022.03268392192
1873,234347.16611414097
1874,131847.7144451352
1875,211717.24597713363
1876,211373.3714227963
1877,221600.82969261467
1878,212414.64109980408
1879,117562.7885765878
1880,135679.25344918558
1881,243835.08851529425
1882,259293.4584309744
1883,195824.0028110008
1884,209645.1294421481
1885,262332.73648933374
1886,279865.23026106396
1887,230448.60280658628
1888,278680.15845182585
1889,175067.165380144
1890,109628.20199251475
1891,168272.15924980902
1892,74092.4528411386
1893,134711.08818725997
1894,126952.19755311168
1895,161646.27217490066
1896,127841.65687779192
1897,129236.66900950257
1898,122736.05646497931
1899,151964.776485108
1900,148540.25221571457
1901,167379.72657665293
1902,140337.2370343751
1903,235902.37176663705
1904,130418.00201400704
1905,187981.92000326904
1906,165869.81451484357
1907,223002.53146702406
1908,146646.03898436012
1909,166567.46272498203
1910,149889.20146458916
1911,218536.25683866697
1912,285325.2804006204
1913,166287.52086489758
1914,48084.18827555742
1915,264677.2055112586
1916,34753.19944442826
1917,265198.63411718584
1918,155769.17286196083
1919,190589.36547217067
1920,173961.19710749784
1921,339673.66768676264
1922,297805.624556309
1923,221588.96779831505
1924,243506.14351570312
1925,224527.152712754
1926,337006.5679881794
1927,122733.01799621436
1928,175433.6623028449
1929,104432.66553431582
1930,144580.21659740183
1931,150288.41593398727
1932,142224.11435064318
1933,158127.8204279001
1934,191211.1939558933
1935,185441.27155890575
1936,186972.5134991825
1937,193110.24766151496
1938,172817.77894808637
1939,253817.40652058145
1940,196752.09476790822
1941,187032.15495205412
1942,198857.07168986276
1943,218123.45062625903
1944,284120.3278159291
1945,327140.2910243379
1946,192997.26855905773
1947,288849.26720386173
1948,188847.46696637862
1949,239623.269877868
1950,200008.51682897026
1951,282397.4482089223
1952,240324.24438513033
1953,199105.61447762037
1954,224227.8419985975
1955,132120.57926212763
1956,302058.154037714
1957,178618.671891073
1958,307301.24247891444
1959,147561.88075406261
1960,88838.73812536997
1961,117657.18774889971
1962,128923.67047060149
1963,137495.9528233716
1964,120741.80681699343
1965,149237.41978912795
1966,156675.72787666833
1967,273993.46150793583
1968,350898.2412203097
1969,336098.39311263483
1970,355647.99359075923
1971,387441.03752307245
1972,338547.1508332938
1973,269850.5755478772
1974,297221.01096080046
1975,413755.4297462945
1976,293457.8729340492
1977,354038.91218847537
1978,312603.525456496
1979,316348.03269784484
1980,213874.10637622664
1981,327485.54011000233
1982,243790.13345335392
1983,228096.1024559191
1984,196091.8944335063
1985,244782.4208402488
1986,250929.90010379397
